0,1,2,3,4,5,6,7,8,9,10,11
0.8370862,0.70989263,-0.1339157,0.26196587,0.34645158,0.81924576,-0.5696134,0.19789651,-0.678098,-1.7533343,-1.3254564,1.2615513
1.3770547,0.47606105,-1.0974066,0.2617578,0.28965232,-0.28625232,-0.18047574,0.18674043,-0.11645895,-0.9890726,-0.18832453,1.4359545
0.80128324,0.4940425,0.69974124,1.3166772,-0.31610104,-0.29540032,1.5073309,0.5437345,-0.7003747,1.596158,0.5807625,0.33496588
1.4949329,0.77474713,-0.044698652,0.1970942,0.7864487,1.3951666,0.6103848,-0.3200463,-0.34418198,1.0135033,0.040549915,0.26459545
0.2660936,-0.27100557,-0.2772607,0.4675676,0.658898,2.237763,1.1670189,0.7783282,1.7631046,1.1034118,-1.5744364,-0.7248903
-0.038805433,-0.18121344,0.84685516,1.1728266,0.72471505,1.5407833,1.2936641,0.004556154,0.02558846,-0.3510309,-0.25690833,1.8411422
-0.43169478,-0.051962137,-0.09154738,-0.07066449,1.3691021,2.6404073,0.08306822,0.2412821,-0.24539126,-0.7392996,1.1446005,0.9830456
1.5909404,1.2986271,-0.23312992,-0.8038428,-0.7377206,-0.62250304,-0.9868244,-0.5113402,-0.826897,-0.2490614,0.6167101,-0.6764046
1.2989235,0.53670645,-0.9867772,1.7706846,0.08022305,-0.7970473,-0.5448954,-1.6653877,-0.9958468,-0.8933726,-0.25768766,-0.95052665
-0.3418663,0.6184957,1.3599211,1.6324184,0.66991436,1.2851589,0.3582588,-0.31282434,-0.13682283,-1.2049223,-0.8840733,-0.6719527
0.5525885,0.9697717,1.1020703,1.941048,0.53417605,-0.39172155,-0.12706594,-0.40785506,-0.41333336,-0.51425976,-0.7353357,-0.84617954
-0.0013102988,1.2882879,1.2390765,0.061501756,0.40136662,1.145076,-0.78972113,-0.5567119,-1.5332801,-1.5229712,0.69813955,0.62670475
0.015987517,-0.7587789,-0.43844646,0.8367476,0.67635316,-0.08562078,-1.4879544,-0.65913206,-1.7318814,-1.4414207,0.45012617,1.7852403
1.9635856,1.7347617,0.47808677,0.10122241,0.5106704,0.8391934,-0.74226713,0.24062786,0.7221185,0.63553786,1.5080813,1.1516315
1.489396,0.46390107,0.22649191,0.45769283,-0.22856505,0.70806766,0.12467132,0.55408263,1.0457454,-0.24324982,-0.4029416,0.68378395
0.9168348,-0.3743045,-0.8908152,-0.32203633,0.94884783,2.108448,-0.8975571,-0.3514103,0.8456747,0.46799678,1.4044756,1.0054088
1.8046913,-0.03644838,0.24829292,-0.10217376,-0.9061387,1.3817694,1.0220584,-0.07415934,-0.9907109,0.0051116594,0.49138963,0.38715148
0.7581145,0.42526165,-0.008889016,0.39393875,-0.31789768,-1.3388735,-1.4007767,-2.1748745,-2.844676,-0.9107749,0.88553864,1.1478405
0.05142174,-2.1701562,0.30229384,0.43308222,-1.0219568,-0.33654383,-1.4785596,-1.3588085,-1.2934037,0.031282406,-1.3934752,-0.7207677
1.4039645,0.070346415,0.5109233,1.7549344,-0.10158365,0.25546637,-1.5396546,-0.48870927,-0.71099734,-2.9541519,-2.2692373,-1.3878093
0.27856764,-0.54675,-1.3592749,-0.436915,-0.8383849,-0.4279644,-1.5366658,-1.5780647,0.3382026,0.3274155,-0.46306193,-1.2561051
0.89832395,0.18303826,1.2290903,0.0043109143,-0.50832176,1.244022,0.7051967,-0.66142786,-2.2405396,-0.68695223,-0.6292606,1.0189725
0.6127387,-0.17235386,-0.039141197,0.079212956,-0.38648623,0.77000433,0.56144464,-0.45894748,-1.9460316,-0.48846704,-0.41798902,-0.14213724
-0.48817614,-0.5106515,-0.91236264,0.5096232,0.55863136,-0.7148151,-2.249612,-1.2489784,-0.6514651,-0.8317618,-0.56625164,0.27264977
-0.19717562,-1.2862682,-1.0115442,-0.96845263,-2.1578016,-2.2449415,-1.0831497,-0.6263063,-0.9020139,-2.1001067,-1.6598698,1.3496614
0.10487819,-0.19467218,-0.89916193,-1.119014,-1.6171246,-0.40856948,-0.039081007,-0.9326914,-0.7009165,-1.5215613,-0.5267363,-2.1028247
0.5802808,-0.054358266,0.25280598,1.2539004,-0.62350285,-0.5194156,-0.60474175,0.27067107,1.4072907,0.43494153,1.2314385,-0.30648464
0.47430193,-0.061885845,0.82944167,0.9982113,-0.1069158,1.1953216,-0.32508653,-0.13156383,-0.48608747,-0.6788484,-1.6940731,-3.0899434
-0.94761556,-0.9577625,-1.0461156,1.8142796,2.5015097,1.6451354,1.3585687,0.72148037,0.084078744,-1.0283239,-0.0238939,-1.0991378
0.72290677,0.5139335,0.97749454,0.95174575,0.25975513,0.7043773,1.1437367,-0.10555792,-0.8109712,0.10020341,0.21566929,0.45815977
0.24730018,0.6378427,2.54498,2.1211967,1.1855874,1.9159919,0.08183538,-0.69589573,0.33550248,1.0747883,0.15947367,-0.6288289
0.6723386,1.4019805,1.4519981,-0.26042584,1.4823066,0.45684892,0.517484,0.052094128,-0.5315875,1.5244606,0.39556554,-0.9913092
-1.3058962,-0.14695385,2.0875556,-1.5739007,-1.1416308,0.35825047,0.7463806,0.81072193,1.2176121,0.3219929,-1.7456747,0.27927703
0.24264486,-1.6395227,0.37401906,-0.11579257,-0.19190484,0.12333832,-0.15066883,0.92675465,0.26216105,-0.23929663,-0.21980342,-0.92731035
-0.48178375,-0.8932913,-1.4775676,-0.7580475,1.2311453,0.58958167,0.38198528,0.6876097,-0.89473724,-0.4222244,-1.0455775,-0.6933334
0.673604,-0.7759696,0.5877923,1.6424273,-1.3290018,-2.7521534,-1.0519836,-1.3361611,-1.4441067,-0.54811645,0.23038706,-0.12126036
0.37888598,-0.9731856,-1.2683084,-0.79017156,0.16543825,1.7959737,0.030786213,0.15054019,0.7364377,-0.25164613,-0.85513705,0.32238117
0.032523487,-1.3229426,0.21652333,-0.61000973,-0.32908827,1.09533,0.23300686,0.56686616,-0.2447605,-0.34634507,0.19280636,-0.13772602
-0.79059494,-0.6818349,-0.31808147,-0.5381015,0.94708794,0.17715636,-1.0719651,-0.91107434,-0.82240677,-0.5179575,-1.5157065,0.49322087
1.0296384,0.479911,0.12980786,0.7797284,0.6405383,0.06792998,1.1288453,1.1049565,-0.8361925,-0.34339535,-0.07196478,1.1612313
1.1733706,0.14492443,0.54801387,0.9462656,0.3027492,0.24104762,-0.70031786,0.35842025,0.6991762,-0.3371013,-0.59930223,0.66744936
1.8646693,0.5560707,-0.7755452,-0.3001408,0.3842751,1.7834237,-0.16760956,0.07602111,-1.1950927,-0.91840893,0.4342871,1.2046336
